,unique_foods,input_number,avg_daily_food,avg_proportions_diff,Protein_positive_difference,Protein_negative_difference,Protein_none_difference,Calories_positive_difference,Calories_negative_difference,Calories_none_difference,Sodium_positive_difference,Sodium_negative_difference,Sodium_none_difference,Sugar_positive_difference,Sugar_negative_difference,Sugar_none_difference,Fat_positive_difference,Fat_negative_difference,Fat_none_difference,Carbs_positive_difference,Carbs_negative_difference,Carbs_none_difference,Fiber_positive_difference,Fiber_negative_difference,Fiber_none_difference,Protein_avg,Calories_avg,Sodium_avg,Sugar_avg,Fat_avg,Carbs_avg,Fiber_avg
8731,81,12,6.75,133.83333333333334,11,1,0,10,2,0,12,0,0,7,5,0,7,5,0,8,4,0,0,0,12,60.416666666666664,1528.6666666666667,624.25,69.58333333333333,48.166666666666664,181.58333333333334,0.0
8732,261,42,6.214285714285714,75.61904761904762,32,10,0,40,2,0,14,28,0,32,9,1,32,10,0,40,2,0,0,0,42,133.71428571428572,1641.904761904762,2622.6428571428573,44.523809523809526,50.19047619047619,179.07142857142858,0.0
8733,99,22,4.5,89.72727272727273,16,5,1,13,9,0,0,0,22,0,0,22,12,10,0,17,5,0,22,0,0,60.09090909090909,1292.4545454545455,0.0,0.0,56.27272727272727,127.27272727272727,7.636363636363637
8734,1028,123,8.357723577235772,45.52845528455285,117,5,1,100,23,0,39,84,0,48,74,1,69,51,3,89,34,0,0,0,123,126.17073170731707,1768.3577235772357,2727.520325203252,85.04878048780488,63.54471544715447,180.2439024390244,0.0
8735,75,14,5.357142857142857,14.928571428571429,9,5,0,12,2,0,0,0,14,12,2,0,12,2,0,13,1,0,0,0,14,54.42857142857143,753.0,0.0,23.071428571428573,37.642857142857146,45.785714285714285,0.0
8736,561,94,5.968085106382978,77.74468085106383,73,19,2,66,28,0,67,27,0,0,0,94,52,41,1,60,32,2,0,0,94,56.61702127659574,1342.7553191489362,1999.3085106382978,0.0,49.52127659574468,167.0744680851064,0.0
8737,23,4,5.75,166.0,2,2,0,3,1,0,4,0,0,2,2,0,3,0,1,4,0,0,0,0,4,63.5,1300.75,1349.25,67.0,44.25,124.5,0.0
8738,183,25,7.32,169.88,15,10,0,17,8,0,12,13,0,19,6,0,10,15,0,23,2,0,0,0,25,78.6,1502.36,2665.4,48.92,66.64,113.52,0.0
8739,373,154,2.4220779220779223,35.077922077922075,153,1,0,147,6,1,124,30,0,0,0,154,127,25,2,122,31,1,136,15,3,56.81818181818182,792.6233766233767,1395.3636363636363,0.0,32.0,70.42857142857143,14.38961038961039
8740,33,12,2.75,17.5,10,2,0,12,0,0,12,0,0,12,0,0,12,0,0,12,0,0,0,0,12,50.583333333333336,396.3333333333333,747.8333333333334,6.166666666666667,14.5,20.166666666666668,0.0
8741,64,10,6.4,96.6,9,1,0,7,3,0,0,0,10,0,0,10,1,9,0,8,2,0,0,0,10,84.7,1389.9,0.0,0.0,67.3,91.8,0.0
8742,280,36,7.777777777777778,51.30555555555556,29,6,1,33,3,0,0,0,36,27,9,0,15,21,0,22,14,0,0,0,36,93.94444444444444,1276.6944444444443,0.0,46.75,57.27777777777778,94.75,0.0
8743,813,149,5.456375838926174,96.41610738255034,108,38,3,67,82,0,96,53,0,72,77,0,79,69,1,68,79,2,0,0,149,61.95302013422819,1394.5704697986578,1925.3020134228188,58.281879194630875,55.671140939597315,148.10738255033556,0.0
8744,137,68,2.014705882352941,76.01470588235294,43,24,1,67,1,0,61,7,0,67,1,0,56,11,1,68,0,0,0,0,68,52.529411764705884,745.4558823529412,878.3676470588235,18.176470588235293,25.735294117647058,60.73529411764706,0.0
8745,769,165,4.66060606060606,78.18181818181819,31,133,1,104,60,1,40,125,0,0,0,165,25,137,3,124,41,0,71,89,5,147.1030303030303,2349.860606060606,2901.957575757576,0.0,83.07272727272728,263.969696969697,35.054545454545455
8746,325,55,5.909090909090909,54.18181818181818,30,24,1,51,4,0,51,4,0,15,39,1,26,27,2,53,2,0,0,0,55,54.654545454545456,1159.6727272727273,1408.9818181818182,45.41818181818182,51.054545454545455,127.47272727272727,0.0
8747,36,9,4.0,38.666666666666664,7,2,0,6,3,0,4,5,0,7,2,0,4,5,0,8,1,0,0,0,9,60.888888888888886,1442.888888888889,2596.8888888888887,43.111111111111114,68.22222222222223,147.55555555555554,0.0
8748,158,21,7.523809523809524,54.904761904761905,17,4,0,16,5,0,14,7,0,12,9,0,13,8,0,17,4,0,0,0,21,50.095238095238095,1185.6190476190477,1710.3333333333333,52.76190476190476,40.714285714285715,149.52380952380952,0.0
8749,108,25,4.32,87.88,25,0,0,24,1,0,24,1,0,12,13,0,22,3,0,22,3,0,0,0,25,36.56,1025.72,1137.84,47.04,38.0,116.44,0.0
8750,26,5,5.2,128.0,5,0,0,4,1,0,4,1,0,4,1,0,3,2,0,4,1,0,0,0,5,33.2,1019.8,1845.8,44.0,38.6,116.6,0.0
8751,322,52,6.1923076923076925,56.09615384615385,48,4,0,44,8,0,39,13,0,0,0,52,33,18,1,39,12,1,29,23,0,63.61538461538461,972.8269230769231,1792.1346153846155,0.0,33.69230769230769,106.46153846153847,17.826923076923077
8752,367,54,6.796296296296297,172.27777777777777,41,11,2,22,31,1,32,22,0,22,32,0,16,37,1,31,22,1,0,0,54,57.01851851851852,1631.9814814814815,2186.5185185185187,72.14814814814815,59.666666666666664,185.74074074074073,0.0
8753,43,9,4.777777777777778,85.22222222222223,8,1,0,8,1,0,0,0,9,8,1,0,5,4,0,7,2,0,5,4,0,60.333333333333336,1450.4444444444443,0.0,47.22222222222222,61.666666666666664,180.88888888888889,23.77777777777778
8754,438,160,2.7375,79.75625,90,67,3,146,14,0,91,69,0,0,0,160,105,55,0,157,3,0,158,1,1,100.8875,1371.7375,2259.7375,0.0,59.71875,116.81875,14.00625
8755,439,97,4.525773195876289,71.0,83,12,2,84,13,0,59,36,2,79,17,1,79,18,0,62,34,1,0,0,97,49.71134020618557,1107.5257731958764,1855.0103092783504,41.5360824742268,41.68041237113402,118.87628865979381,0.0
8756,281,54,5.203703703703703,123.44444444444444,53,1,0,44,9,1,51,3,0,0,0,54,2,52,0,50,4,0,28,22,4,62.22222222222222,1778.0,1598.111111111111,0.0,90.96296296296296,183.27777777777777,25.462962962962962
8757,951,160,5.94375,360.05,124,34,2,139,21,0,35,125,0,0,0,160,40,118,2,94,66,0,120,35,5,93.83125,1829.03125,3027.64375,0.0,89.05,251.19375,20.9875
8758,103,15,6.866666666666666,353.26666666666665,7,8,0,13,2,0,14,1,0,11,4,0,14,1,0,13,2,0,0,0,15,53.53333333333333,1316.3333333333333,1045.0,19.2,32.666666666666664,114.33333333333333,0.0
8759,361,131,2.7557251908396947,138.0381679389313,123,8,0,121,10,0,0,0,131,128,3,0,77,52,2,115,14,2,73,52,6,71.99236641221374,1136.2137404580153,0.0,20.106870229007633,54.48091603053435,60.99236641221374,23.091603053435115
8760,87,14,6.214285714285714,33.714285714285715,9,5,0,10,4,0,0,0,14,9,5,0,11,3,0,11,3,0,13,1,0,68.92857142857143,1084.642857142857,0.0,44.714285714285715,29.928571428571427,133.78571428571428,8.785714285714286
8761,153,32,4.78125,51.78125,30,1,1,18,14,0,0,0,32,0,0,32,21,11,0,20,12,0,30,2,0,31.71875,971.375,0.0,0.0,35.15625,135.0,11.34375
8762,571,85,6.7176470588235295,30.694117647058825,63,21,1,54,30,1,34,51,0,0,0,85,53,28,4,19,63,3,76,9,0,94.01176470588236,1473.3411764705882,2905.176470588235,0.0,100.85882352941177,43.15294117647059,8.670588235294117
8763,930,179,5.195530726256983,249.83798882681563,150,27,2,110,69,0,62,117,0,95,83,1,66,110,3,124,55,0,0,0,179,71.23463687150839,2027.7653631284916,2940.530726256983,74.67039106145252,77.75977653631286,215.24022346368716,0.0
8764,119,22,5.409090909090909,17.545454545454547,15,7,0,22,0,0,20,2,0,22,0,0,20,2,0,22,0,0,0,0,22,60.54545454545455,814.6363636363636,1252.7727272727273,31.954545454545453,32.45454545454545,71.4090909090909,0.0
8765,240,63,3.8095238095238093,64.0,31,31,1,36,27,0,0,0,63,0,0,63,40,23,0,21,42,0,60,2,1,74.96825396825396,1481.047619047619,0.0,0.0,106.88888888888889,48.96825396825397,8.920634920634921
8766,55,22,2.5,19.136363636363637,22,0,0,22,0,0,22,0,0,0,0,22,20,2,0,21,1,0,21,1,0,23.681818181818183,441.40909090909093,557.9090909090909,0.0,13.545454545454545,56.36363636363637,7.818181818181818
8767,879,140,6.2785714285714285,260.4357142857143,139,1,0,110,30,0,0,0,140,74,64,2,125,12,3,77,61,2,0,0,140,59.65,1597.4571428571428,0.0,53.57142857142857,51.59285714285714,158.57857142857142,0.0
8768,197,46,4.282608695652174,76.06521739130434,21,23,2,37,9,0,0,0,46,45,1,0,4,42,0,44,2,0,46,0,0,85.3913043478261,1320.5652173913043,0.0,8.847826086956522,99.8913043478261,29.695652173913043,11.152173913043478
8769,650,178,3.651685393258427,83.71348314606742,173,5,0,170,8,0,0,0,178,0,0,178,63,111,4,131,44,3,0,0,178,109.97752808988764,1721.5505617977528,0.0,0.0,64.4438202247191,178.42696629213484,0.0
8770,9,2,4.5,8.0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,33.5,741.0,0.0,21.0,25.0,93.5,6.5
8771,860,96,8.958333333333334,95.59375,68,26,2,84,12,0,78,18,0,0,0,96,36,55,5,85,10,1,87,7,2,72.32291666666667,1366.1875,1797.0104166666667,0.0,52.802083333333336,146.13541666666666,15.635416666666666
8772,137,32,4.28125,35.34375,26,6,0,30,2,0,0,0,32,0,0,32,25,7,0,28,4,0,0,0,32,21.25,659.8125,0.0,0.0,20.03125,99.28125,0.0
8773,196,40,4.9,342.925,40,0,0,35,5,0,31,9,0,0,0,40,0,0,40,32,8,0,40,0,0,37.8,1029.925,1623.475,0.0,0.0,133.95,9.525
8774,247,43,5.744186046511628,481.5813953488372,41,2,0,43,0,0,0,0,43,35,8,0,32,10,1,39,4,0,35,8,0,62.97674418604651,1013.3255813953489,0.0,41.48837209302326,43.604651162790695,200.41860465116278,15.953488372093023
8775,179,29,6.172413793103448,76.82758620689656,25,4,0,17,12,0,13,16,0,23,6,0,9,18,2,20,9,0,0,0,29,73.62068965517241,1389.6206896551723,2768.7586206896553,41.6551724137931,57.758620689655174,139.6206896551724,0.0
8776,198,35,5.6571428571428575,51.2,18,16,1,33,2,0,27,8,0,21,14,0,26,9,0,35,0,0,0,0,35,50.42857142857143,854.0571428571428,1579.857142857143,24.914285714285715,32.91428571428571,88.4,0.0
8777,304,51,5.96078431372549,799.4117647058823,45,5,1,45,6,0,38,13,0,0,0,51,47,3,1,0,0,51,44,7,0,77.50980392156863,1496.2745098039215,1866.9803921568628,0.0,42.98039215686274,0.0,25.568627450980394
8778,83,16,5.1875,181.6875,13,3,0,8,8,0,9,7,0,11,5,0,4,12,0,14,2,0,0,0,16,58.0625,1607.4375,2253.875,52.625,65.625,165.4375,0.0
8779,527,99,5.3232323232323235,1138.2323232323233,78,20,1,39,56,4,0,0,99,30,67,2,0,0,99,0,0,99,36,59,4,45.75757575757576,1321.2626262626263,0.0,61.24242424242424,0.0,0.0,26.171717171717173
8780,242,50,4.84,307.38,50,0,0,39,11,0,36,14,0,27,20,3,48,1,1,19,31,0,0,0,50,54.54,1502.98,1606.98,70.12,34.08,174.38,0.0
8781,657,77,8.532467532467532,128.41558441558442,67,7,3,41,36,0,69,8,0,49,26,2,33,42,2,43,34,0,0,0,77,78.37662337662337,1404.5974025974026,1154.4025974025974,48.97402597402598,49.55844155844156,135.87012987012986,0.0
8782,124,18,6.888888888888889,608.0555555555555,7,11,0,9,9,0,11,7,0,4,14,0,10,7,1,18,0,0,0,0,18,135.83333333333334,2990.5555555555557,2399.8888888888887,111.11111111111111,90.72222222222223,269.6111111111111,0.0
8783,876,113,7.752212389380531,72.3716814159292,99,13,1,80,31,2,0,0,113,0,0,113,57,53,3,57,51,5,0,0,113,63.85840707964602,1272.8849557522124,0.0,0.0,48.424778761061944,144.99115044247787,0.0
8784,102,11,9.272727272727273,215.36363636363637,5,6,0,5,6,0,0,0,11,0,0,11,7,4,0,0,11,0,0,0,11,96.18181818181819,2343.4545454545455,0.0,0.0,193.9090909090909,77.81818181818181,0.0
8785,489,179,2.7318435754189943,134.07262569832403,176,3,0,179,0,0,0,0,179,0,0,179,168,10,1,179,0,0,0,0,179,75.47486033519553,1351.5530726256984,0.0,0.0,66.64245810055866,97.76536312849161,0.0
8786,537,87,6.172413793103448,104.24137931034483,76,10,1,82,4,1,0,0,87,0,0,87,48,39,0,61,26,0,68,15,4,59.51724137931034,1396.4252873563219,0.0,0.0,50.39080459770115,177.49425287356323,16.666666666666668
8787,197,40,4.925,107.325,40,0,0,38,2,0,0,0,40,37,3,0,26,13,1,29,10,1,39,1,0,45.6,1211.575,0.0,26.075,58.5,109.675,11.175
8788,29,4,7.25,37.25,4,0,0,3,1,0,2,2,0,0,0,4,3,1,0,0,4,0,0,0,4,75.0,1297.5,2403.25,0.0,40.75,167.0,0.0
8789,457,79,5.784810126582278,85.16455696202532,77,1,1,69,10,0,39,40,0,66,13,0,27,51,1,30,49,0,0,0,79,92.78481012658227,1262.2278481012659,2158.0632911392404,35.46835443037975,45.36708860759494,130.48101265822785,0.0
8790,173,58,2.9827586206896552,108.77586206896552,56,2,0,53,5,0,53,5,0,57,1,0,54,4,0,39,19,0,0,0,58,44.775862068965516,777.3793103448276,911.7931034482758,21.482758620689655,20.25862068965517,85.32758620689656,0.0
8791,63,14,4.5,50.214285714285715,10,4,0,9,5,0,10,4,0,11,3,0,8,6,0,10,4,0,0,0,14,49.42857142857143,1184.357142857143,1595.7142857142858,40.0,53.285714285714285,120.64285714285714,0.0
8792,180,64,2.8125,214.140625,62,2,0,63,1,0,55,9,0,63,0,1,0,0,64,63,1,0,62,2,0,36.09375,763.765625,1440.296875,26.53125,0.0,101.609375,13.125
8793,52,8,6.5,379.25,6,2,0,5,3,0,6,2,0,0,0,8,0,0,8,5,3,0,7,0,1,42.5,1093.25,1368.125,0.0,0.0,136.0,11.5
8794,469,174,2.6954022988505746,53.12068965517241,167,7,0,171,3,0,0,0,174,0,0,174,162,10,2,137,36,1,158,16,0,117.16091954022988,1390.816091954023,0.0,0.0,49.258620689655174,131.50574712643677,28.64367816091954
8795,192,26,7.384615384615385,47.07692307692308,20,6,0,21,5,0,19,7,0,16,10,0,10,16,0,23,3,0,0,0,26,59.0,1650.6923076923076,1635.423076923077,80.38461538461539,49.07692307692308,249.65384615384616,0.0
8796,170,80,2.125,100.975,63,14,3,62,18,0,46,34,0,36,44,0,51,26,3,68,11,1,0,0,80,62.3375,1308.7125,2341.2375,62.0625,53.0125,154.6375,0.0
8797,89,8,11.125,106.25,5,3,0,8,0,0,5,3,0,5,3,0,5,3,0,7,1,0,0,0,8,68.875,1475.875,1469.0,81.5,46.625,221.75,0.0
8798,65,15,4.333333333333333,248.53333333333333,15,0,0,13,2,0,14,1,0,10,5,0,13,2,0,8,7,0,0,0,15,29.133333333333333,771.6,728.1333333333333,33.2,11.866666666666667,78.86666666666666,0.0
8799,402,69,5.826086956521739,70.10144927536231,66,3,0,64,5,0,57,12,0,50,18,1,50,18,1,59,10,0,0,0,69,98.17391304347827,1294.9855072463768,1442.536231884058,43.130434782608695,41.34782608695652,142.2608695652174,0.0
8800,201,34,5.911764705882353,32.705882352941174,20,13,1,29,5,0,19,15,0,0,0,34,9,24,1,34,0,0,28,6,0,69.05882352941177,1010.5882352941177,2228.529411764706,0.0,67.58823529411765,32.85294117647059,14.852941176470589
8801,101,34,2.9705882352941178,89.08823529411765,33,0,1,22,12,0,32,2,0,30,4,0,13,18,3,3,31,0,0,0,34,46.05882352941177,1378.6176470588234,649.5882352941177,25.764705882352942,44.294117647058826,208.58823529411765,0.0
8802,154,23,6.695652173913044,72.0,20,3,0,22,1,0,20,3,0,0,0,23,20,2,1,22,1,0,22,1,0,59.130434782608695,1102.9130434782608,1548.1739130434783,0.0,40.30434782608695,123.0,18.347826086956523
8803,47,9,5.222222222222222,44.111111111111114,8,1,0,9,0,0,9,0,0,9,0,0,6,3,0,9,0,0,0,0,9,22.88888888888889,446.3333333333333,539.1111111111111,11.444444444444445,22.22222222222222,27.77777777777778,0.0
8804,7,1,7.0,61.0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,146.0,2298.0,4022.0,81.0,111.0,194.0,0.0
8805,76,11,6.909090909090909,318.09090909090907,7,4,0,4,7,0,0,0,11,0,0,11,6,5,0,7,4,0,2,8,1,43.45454545454545,1458.6363636363637,0.0,0.0,38.18181818181818,175.0,29.181818181818183
8806,11,5,2.2,14.6,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,0,0,5,16.8,214.6,512.6,8.4,6.8,20.6,0.0
8807,65,13,5.0,810.0769230769231,13,0,0,13,0,0,0,0,13,0,0,13,13,0,0,13,0,0,0,0,13,27.53846153846154,1330.2307692307693,0.0,0.0,12.0,76.6923076923077,0.0
8808,788,115,6.852173913043479,125.13913043478261,104,11,0,107,8,0,66,48,1,0,0,115,30,82,3,46,66,3,82,31,2,74.22608695652174,1316.0347826086957,2056.9217391304346,0.0,52.84347826086957,127.4608695652174,24.617391304347827
8809,357,104,3.4326923076923075,482.9519230769231,103,1,0,85,19,0,67,37,0,0,0,104,0,0,104,56,47,1,104,0,0,67.6826923076923,1520.6826923076924,2057.778846153846,0.0,0.0,191.75,16.78846153846154
8810,15,3,5.0,65.0,2,1,0,3,0,0,0,0,3,0,0,3,2,1,0,3,0,0,0,0,3,49.666666666666664,778.6666666666666,0.0,0.0,29.666666666666668,66.33333333333333,0.0
8811,451,170,2.652941176470588,126.00588235294117,116,53,1,168,2,0,101,69,0,0,0,170,136,32,2,166,4,0,170,0,0,130.44117647058823,2034.9882352941177,2227.8470588235296,0.0,69.44117647058823,219.08235294117648,17.45294117647059
8812,446,59,7.559322033898305,98.16949152542372,29,29,1,56,3,0,56,3,0,30,29,0,58,1,0,52,7,0,0,0,59,75.44067796610169,1137.4745762711864,1369.593220338983,60.6271186440678,24.966101694915253,133.77966101694915,0.0
8813,266,86,3.0930232558139537,88.17441860465117,79,7,0,80,6,0,0,0,86,0,0,86,74,11,1,84,2,0,82,4,0,32.24418604651163,638.9302325581396,0.0,0.0,28.732558139534884,51.627906976744185,8.337209302325581
8814,434,83,5.228915662650603,162.3132530120482,64,19,0,63,20,0,0,0,83,0,0,83,54,28,1,69,14,0,76,7,0,74.8433734939759,1123.9638554216867,0.0,0.0,37.12048192771084,94.26506024096386,10.265060240963855
8815,546,76,7.184210526315789,65.01315789473684,57,18,1,56,19,1,0,0,76,35,40,1,50,25,1,60,16,0,71,4,1,54.28947368421053,1102.0394736842106,0.0,53.30263157894737,39.3421052631579,128.4078947368421,15.25
8816,30,3,10.0,21.333333333333332,3,0,0,3,0,0,0,0,3,3,0,0,2,0,1,1,2,0,3,0,0,55.0,815.3333333333334,0.0,25.0,38.0,58.0,10.333333333333334
8817,1331,180,7.394444444444445,58.916666666666664,156,22,2,179,1,0,157,23,0,0,0,180,144,31,5,106,74,0,51,122,7,142.72222222222223,1955.8444444444444,1960.9,0.0,52.55,235.07222222222222,45.61666666666667
8818,57,12,4.75,24.166666666666668,12,0,0,12,0,0,0,0,12,11,1,0,10,2,0,8,4,0,12,0,0,31.666666666666668,619.6666666666666,0.0,27.0,20.166666666666668,81.0,11.916666666666666
8819,334,45,7.4222222222222225,116.4888888888889,41,4,0,37,8,0,0,0,45,41,4,0,25,19,1,45,0,0,0,0,45,54.71111111111111,1207.3777777777777,0.0,33.422222222222224,48.84444444444444,113.31111111111112,0.0
8820,1065,163,6.533742331288344,196.38650306748465,99,61,3,35,128,0,116,47,0,0,0,163,61,99,3,48,114,1,121,36,6,62.79754601226994,1655.7116564417179,1831.282208588957,0.0,51.73006134969325,197.4723926380368,19.012269938650306
8821,922,120,7.683333333333334,124.86666666666666,99,19,2,111,8,1,51,69,0,0,0,120,69,50,1,110,8,2,104,12,4,63.916666666666664,1391.0333333333333,2522.225,0.0,50.833333333333336,144.46666666666667,19.091666666666665
8822,241,31,7.774193548387097,32.41935483870968,23,8,0,27,4,0,0,0,31,22,9,0,20,8,3,24,7,0,29,0,2,79.83870967741936,1211.5806451612902,0.0,40.516129032258064,48.645161290322584,115.58064516129032,12.580645161290322
8823,607,97,6.257731958762887,340.5154639175258,87,10,0,70,27,0,28,69,0,0,0,97,66,30,1,77,19,1,91,5,1,84.95876288659794,2209.7113402061855,2966.855670103093,0.0,75.95876288659794,241.60824742268042,23.95876288659794
8824,95,63,1.507936507936508,55.36507936507937,53,8,2,63,0,0,41,22,0,60,3,0,63,0,0,61,2,0,0,0,63,83.03174603174604,1311.5555555555557,1777.904761904762,48.58730158730159,44.095238095238095,157.82539682539684,0.0
8825,89,18,4.944444444444445,154.22222222222223,14,4,0,15,3,0,14,4,0,0,0,18,14,3,1,18,0,0,18,0,0,71.72222222222223,1307.7222222222222,1601.2222222222222,0.0,50.05555555555556,119.22222222222223,8.0
8826,65,13,5.0,26.46153846153846,4,9,0,8,5,0,1,12,0,0,0,13,8,5,0,9,3,1,11,2,0,80.53846153846153,1299.6923076923076,2696.3846153846152,0.0,42.92307692307692,154.0,22.076923076923077
8827,70,14,5.0,71.57142857142857,12,2,0,14,0,0,0,0,14,0,0,14,11,3,0,14,0,0,0,0,14,51.57142857142857,661.0,0.0,0.0,28.285714285714285,40.785714285714285,0.0
8828,741,152,4.875,649.3092105263158,126,25,1,98,54,0,37,115,0,75,75,2,0,0,152,94,58,0,0,0,152,76.26315789473684,1839.3881578947369,3174.934210526316,81.875,0.0,221.2565789473684,0.0
8829,8,2,4.0,15.0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,2,0,0,19.0,313.5,0.0,17.0,8.5,42.0,2.0
8830,16,5,3.2,19.2,5,0,0,3,2,0,3,2,0,0,0,5,3,2,0,5,0,0,5,0,0,43.0,954.8,1924.4,0.0,42.8,102.0,5.4
8831,141,68,2.073529411764706,43.39705882352941,66,2,0,55,13,0,58,10,0,12,56,0,53,13,2,53,15,0,0,0,68,50.36764705882353,1288.25,1451.485294117647,79.98529411764706,44.1764705882353,178.89705882352942,0.0
8832,396,77,5.142857142857143,59.42857142857143,76,1,0,76,1,0,52,25,0,48,29,0,74,3,0,69,7,1,0,0,77,43.97402597402598,1038.4415584415585,1737.8051948051948,51.20779220779221,32.493506493506494,141.37662337662337,0.0
8833,56,22,2.5454545454545454,71.77272727272727,19,3,0,20,2,0,2,20,0,22,0,0,13,9,0,21,1,0,0,0,22,102.5909090909091,1333.2272727272727,3788.8636363636365,5.0,82.54545454545455,27.636363636363637,0.0
8834,95,26,3.6538461538461537,320.7307692307692,21,5,0,13,13,0,4,22,0,10,16,0,14,12,0,17,9,0,0,0,26,121.84615384615384,3203.923076923077,4709.7692307692305,141.46153846153845,107.34615384615384,357.4230769230769,0.0
8835,180,40,4.5,134.775,0,0,40,30,10,0,32,8,0,22,18,0,20,19,1,21,19,0,39,1,0,0.0,1262.475,1604.375,64.225,47.9,174.25,12.7
8836,85,17,5.0,83.70588235294117,15,2,0,16,1,0,0,0,17,0,0,17,11,5,1,15,2,0,0,0,17,66.82352941176471,1096.9411764705883,0.0,0.0,42.294117647058826,101.70588235294117,0.0
8837,53,15,3.533333333333333,125.4,14,1,0,13,2,0,0,0,15,0,0,15,11,3,1,11,4,0,15,0,0,35.06666666666667,1305.1333333333334,0.0,0.0,44.0,173.0,9.466666666666667
8838,18,3,6.0,66.0,3,0,0,3,0,0,1,2,0,3,0,0,1,2,0,3,0,0,0,0,3,51.333333333333336,1399.3333333333333,2876.6666666666665,28.666666666666668,68.66666666666667,132.33333333333334,0.0
8839,231,23,10.043478260869565,41.91304347826087,15,8,0,19,4,0,0,0,23,0,0,23,22,1,0,13,10,0,9,13,1,120.17391304347827,1592.9565217391305,0.0,0.0,51.47826086956522,167.1304347826087,30.347826086956523
8840,404,178,2.269662921348315,93.51123595505618,136,40,2,137,40,1,0,0,178,0,0,178,62,109,7,90,87,1,176,2,0,158.43820224719101,1975.370786516854,0.0,0.0,73.52247191011236,163.48314606741573,17.584269662921347
8841,8,3,2.6666666666666665,8.666666666666666,2,1,0,3,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,3,84.0,726.6666666666666,0.0,4.666666666666667,38.0,12.0,0.0
8842,139,18,7.722222222222222,111.33333333333333,9,9,0,15,3,0,13,5,0,12,6,0,12,6,0,16,2,0,0,0,18,99.5,1626.1666666666667,1701.888888888889,77.33333333333333,59.166666666666664,173.44444444444446,0.0
8843,4,2,2.0,55.0,1,1,0,2,0,0,2,0,0,0,0,2,2,0,0,2,0,0,2,0,0,36.5,584.0,198.5,0.0,12.0,96.0,8.0
8844,913,179,5.100558659217877,71.13966480446928,121,55,3,86,92,1,50,129,0,77,101,1,62,115,2,106,71,2,0,0,179,76.41340782122904,1775.782122905028,2747.6703910614524,77.10614525139665,67.74860335195531,205.84357541899442,0.0
8845,334,138,2.420289855072464,587.0434782608696,124,14,0,101,37,0,54,84,0,53,82,3,0,0,138,93,44,1,0,0,138,67.82608695652173,1665.4782608695652,2503.8333333333335,92.97101449275362,0.0,201.78985507246378,0.0
8846,36,11,3.272727272727273,18.636363636363637,11,0,0,11,0,0,0,0,11,10,1,0,10,1,0,11,0,0,11,0,0,21.0,611.0,0.0,21.0,25.818181818181817,73.0,5.2727272727272725
8847,111,20,5.55,72.4,20,0,0,19,1,0,19,1,0,18,2,0,17,3,0,20,0,0,0,0,20,33.25,1009.9,976.25,18.55,41.3,108.5,0.0
8848,157,49,3.204081632653061,95.0204081632653,35,14,0,49,0,0,46,3,0,34,15,0,44,5,0,45,4,0,0,0,49,45.44897959183673,906.4897959183673,1012.7142857142857,38.83673469387755,26.53061224489796,107.6938775510204,0.0
8849,898,80,11.225,117.7125,64,16,0,38,42,0,0,0,80,0,0,80,19,57,4,34,46,0,66,11,3,86.7375,1642.375,0.0,0.0,63.3125,162.3875,19.5625
8850,146,35,4.171428571428572,64.4,33,2,0,30,5,0,22,12,1,35,0,0,27,7,1,30,5,0,0,0,35,122.11428571428571,1465.057142857143,2174.6857142857143,16.142857142857142,62.542857142857144,93.88571428571429,0.0
8851,143,25,5.72,56.48,7,18,0,8,17,0,13,12,0,19,6,0,3,21,1,17,8,0,0,0,25,68.6,1433.6,2324.88,37.28,61.36,152.56,0.0
8852,82,12,6.833333333333333,73.83333333333333,11,1,0,12,0,0,10,2,0,4,8,0,10,2,0,12,0,0,0,0,12,44.083333333333336,1006.4166666666666,1059.1666666666667,57.583333333333336,40.416666666666664,102.25,0.0
8853,577,75,7.693333333333333,78.05333333333333,54,18,3,14,61,0,26,49,0,16,57,2,12,62,1,15,60,0,0,0,75,73.78666666666666,2164.52,2655.08,91.42666666666666,83.21333333333334,279.62666666666667,0.0
8854,60,20,3.0,76.0,13,7,0,10,10,0,0,0,20,0,0,20,11,9,0,12,8,0,0,0,20,48.3,1074.35,0.0,0.0,44.15,137.2,0.0
8855,182,27,6.7407407407407405,65.0,18,9,0,23,4,0,10,17,0,21,5,1,12,15,0,25,2,0,0,0,27,64.33333333333333,1224.037037037037,2517.1111111111113,31.40740740740741,49.25925925925926,132.4814814814815,0.0
8856,189,57,3.3157894736842106,78.73684210526316,56,1,0,47,10,0,35,22,0,0,0,57,34,21,2,44,13,0,57,0,0,50.578947368421055,1114.298245614035,1995.8947368421052,0.0,43.49122807017544,118.85964912280701,10.210526315789474
8857,47,4,11.75,72.5,4,0,0,4,0,0,0,0,4,0,0,4,4,0,0,4,0,0,3,1,0,96.0,1157.25,0.0,0.0,41.75,117.5,24.0
